faction,section,unit,cost_tier,models,points,version
space-marines,UNITS,ASSAULT INTERCESSORS WITH JUMP PACKS,YOUR 3RD + UNIT COSTS,10,170,v1.0
space-marines,UNITS,ASTRAEUS,YOUR 1ST UNIT COSTS,1,525,v1.0
space-marines,UNITS,ASTRAEUS,YOUR 2ND + UNIT COSTS,1,575,v1.0
space-marines,UNITS,BALLISTUS DREADNOUGHT,YOUR 1ST TO 2ND UNITS COST,1,150,v1.0
space-marines,UNITS,BALLISTUS DREADNOUGHT,YOUR 3RD + UNIT COSTS,1,160,v1.0
space-marines,UNITS,BLADEGUARD ANCIENT,YOUR UNIT COSTS,1,40,v1.0
space-marines,UNITS,BLADEGUARD VETERAN SQUAD,YOUR 1ST TO 2ND UNITS COST,3,80,v1.0
space-marines,UNITS,BLADEGUARD VETERAN SQUAD,YOUR 1ST TO 2ND UNITS COST,6,160,v1.0
space-marines,UNITS,BLADEGUARD VETERAN SQUAD,YOUR 3RD + UNIT COSTS,3,90,v1.0
space-marines,UNITS,BLADEGUARD VETERAN SQUAD,YOUR 3RD + UNIT COSTS,6,170,v1.0
space-marines,UNITS,BRUTALIS DREADNOUGHT,YOUR 1ST TO 2ND UNITS COST,1,150,v1.0
space-marines,UNITS,BRUTALIS DREADNOUGHT,YOUR 3RD + UNIT COSTS,1,160,v1.0
space-marines,UNITS,CAPTAIN,YOUR UNIT COSTS,1,80,v1.0
space-marines,UNITS,CAPTAIN IN GRAVIS ARMOUR,YOUR UNIT COSTS,1,80,v1.0
space-marines,UNITS,CAPTAIN IN PHOBOS ARMOUR,YOUR UNIT COSTS,1,70,v1.0
space-marines,UNITS,CAPTAIN IN TERMINATOR ARMOUR,YOUR UNIT COSTS,1,85,v1.0
space-marines,UNITS,CAPTAIN WITH JUMP PACK,YOUR UNIT COSTS,1,75,v1.0
space-marines,UNITS,CENTURION ASSAULT SQUAD,YOUR UNIT COSTS,3,150,v1.0
space-marines,UNITS,CENTURION ASSAULT SQUAD,YOUR UNIT COSTS,6,300,v1.0
space-marines,UNITS,CENTURION DEVASTATOR SQUAD,YOUR UNIT COSTS,3,175,v1.0
space-marines,UNITS,CENTURION DEVASTATOR SQUAD,YOUR UNIT COSTS,6,350,v1.0
space-marines,UNITS,CHAPLAIN,YOUR UNIT COSTS,1,60,v1.0
space-marines,UNITS,CHAPLAIN IN TERMINATOR ARMOUR,YOUR UNIT COSTS,1,75,v1.0
space-marines,UNITS,CHAPLAIN ON BIKE,YOUR UNIT COSTS,1,70,v1.0
space-marines,UNITS,CHAPLAIN WITH JUMP PACK,YOUR UNIT COSTS,1,75,v1.0
space-marines,UNITS,COMPANY HEROES,YOUR UNIT COSTS,4,105,v1.0
space-marines,UNITS,DESOLATION SQUAD,YOUR 1ST UNIT COSTS,5,180,v1.0
space-marines,UNITS,DESOLATION SQUAD,YOUR 2ND + UNIT COSTS,5,210,v1.0
space-marines,UNITS,DEVASTATOR SQUAD,YOUR UNIT COSTS,5,120,v1.0
space-marines,UNITS,DEVASTATOR SQUAD,YOUR UNIT COSTS,10,200,v1.0
space-marines,UNITS,DREADNOUGHT,YOUR UNIT COSTS,1,135,v1.0
space-marines,UNITS,DROP POD,YOUR UNIT COSTS,1,70,v1.0
space-marines,UNITS,ELIMINATOR SQUAD,YOUR UNIT COSTS,3,75,v1.0
space-marines,UNITS,ERADICATOR SQUAD,YOUR 1ST TO 2ND UNITS COST,3,90,v1.0
space-marines,UNITS,ERADICATOR SQUAD,YOUR 1ST TO 2ND UNITS COST,6,180,v1.0
space-marines,UNITS,ERADICATOR SQUAD,YOUR 3RD + UNIT COSTS,3,100,v1.0
space-marines,UNITS,ERADICATOR SQUAD,YOUR 3RD + UNIT COSTS,6,190,v1.0
space-marines,UNITS,ERADICATOR SQUAD WITH HEAVY BOLTERS,YOUR 1ST TO 2ND UNITS COST,3,70,v1.0
space-marines,UNITS,ERADICATOR SQUAD WITH HEAVY BOLTERS,YOUR 3RD + UNIT COSTS,3,80,v1.0
space-marines,UNITS,FIRESTRIKE SERVO-TURRETS,YOUR UNIT COSTS,1,75,v1.0
space-marines,UNITS,FIRESTRIKE SERVO-TURRETS,YOUR UNIT COSTS,2,150,v1.0
space-marines,UNITS,GLADIATOR LANCER,YOUR 1ST TO 2ND UNITS COST,1,160,v1.0
space-marines,UNITS,GLADIATOR LANCER,YOUR 3RD + UNIT COSTS,1,170,v1.0
space-marines,UNITS,GLADIATOR REAPER,YOUR 1ST TO 2ND UNITS COST,1,160,v1.0
space-marines,UNITS,GLADIATOR REAPER,YOUR 3RD + UNIT COSTS,1,170,v1.0
space-marines,UNITS,GLADIATOR VALIANT,YOUR 1ST TO 2ND UNITS COST,1,150,v1.0
space-marines,UNITS,GLADIATOR VALIANT,YOUR 3RD + UNIT COSTS,1,160,v1.0
space-marines,UNITS,HAMMERFALL BUNKER,YOUR UNIT COSTS,1,175,v1.0
space-marines,UNITS,HEAVY INTERCESSOR SQUAD,YOUR UNIT COSTS,5,100,v1.0
space-marines,UNITS,HEAVY INTERCESSOR SQUAD,YOUR UNIT COSTS,10,200,v1.0
space-marines,UNITS,HELLBLASTER SQUAD,YOUR UNIT COSTS,5,110,v1.0
space-marines,UNITS,HELLBLASTER SQUAD,YOUR UNIT COSTS,10,220,v1.0
space-marines,UNITS,IMPULSOR,YOUR UNIT COSTS,1,80,v1.0
space-marines,UNITS,INCEPTOR SQUAD,YOUR 1ST TO 2ND UNITS COST,3,120,v1.0
space-marines,UNITS,INCEPTOR SQUAD,YOUR 1ST TO 2ND UNITS COST,6,240,v1.0
space-marines,UNITS,INCEPTOR SQUAD,YOUR 3RD + UNIT COSTS,3,135,v1.0
space-marines,UNITS,INCEPTOR SQUAD,YOUR 3RD + UNIT COSTS,6,255,v1.0
space-marines,UNITS,INCURSOR SQUAD,YOUR 1ST TO 2ND UNITS COST,5,85,v1.0
space-marines,UNITS,INCURSOR SQUAD,YOUR 1ST TO 2ND UNITS COST,10,150,v1.0
space-marines,UNITS,INCURSOR SQUAD,YOUR 3RD + UNIT COSTS,5,95,v1.0
space-marines,UNITS,INCURSOR SQUAD,YOUR 3RD + UNIT COSTS,10,160,v1.0
space-marines,UNITS,INFERNUS SQUAD,YOUR UNIT COSTS,5,85,v1.0
space-marines,UNITS,INFERNUS SQUAD,YOUR UNIT COSTS,10,170,v1.0
space-marines,UNITS,INFILTRATOR SQUAD,YOUR 1ST TO 2ND UNITS COST,5,110,v1.0
space-marines,UNITS,INFILTRATOR SQUAD,YOUR 1ST TO 2ND UNITS COST,10,180,v1.0
space-marines,UNITS,INFILTRATOR SQUAD,YOUR 3RD + UNIT COSTS,5,120,v1.0
space-marines,UNITS,INFILTRATOR SQUAD,YOUR 3RD + UNIT COSTS,10,190,v1.0
space-marines,UNITS,INTERCESSOR SQUAD,YOUR UNIT COSTS,5,80,v1.0
space-marines,UNITS,INTERCESSOR SQUAD,YOUR UNIT COSTS,10,150,v1.0
space-marines,UNITS,INVADER ATV,YOUR UNIT COSTS,1,60,v1.0
space-marines,UNITS,INVICTOR TACTICAL WARSUIT,YOUR UNIT COSTS,1,125,v1.0
space-marines,UNITS,JUDICIAR,YOUR UNIT COSTS,1,55,v1.0
space-marines,UNITS,LAND RAIDER,YOUR 1ST TO 2ND UNITS COST,1,220,v1.0
space-marines,UNITS,LAND RAIDER,YOUR 3RD + UNIT COSTS,1,240,v1.0
space-marines,UNITS,LAND RAIDER CRUSADER,YOUR 1ST TO 2ND UNITS COST,1,220,v1.0
space-marines,UNITS,LAND RAIDER CRUSADER,YOUR 3RD + UNIT COSTS,1,240,v1.0
space-marines,UNITS,LAND RAIDER REDEEMER,YOUR 1ST TO 2ND UNITS COST,1,250,v1.0
space-marines,UNITS,LAND RAIDER REDEEMER,YOUR 3RD + UNIT COSTS,1,270,v1.0
space-marines,UNITS,LAND SPEEDER,YOUR 1ST TO 2ND UNITS COST,1,95,v1.0
space-marines,UNITS,LAND SPEEDER,YOUR 3RD + UNIT COSTS,1,105,v1.0
space-marines,UNITS,LIBRARIAN,YOUR UNIT COSTS,1,60,v1.0
space-marines,UNITS,LIBRARIAN IN PHOBOS ARMOUR,YOUR UNIT COSTS,1,70,v1.0
space-marines,UNITS,LIBRARIAN IN TERMINATOR ARMOUR,YOUR UNIT COSTS,1,75,v1.0
space-marines,UNITS,LIEUTENANT,YOUR UNIT COSTS,1,45,v1.0
space-marines,UNITS,LIEUTENANT IN PHOBOS ARMOUR,YOUR UNIT COSTS,1,45,v1.0
space-marines,UNITS,LIEUTENANT IN REIVER ARMOUR,YOUR UNIT COSTS,1,45,v1.0
space-marines,UNITS,LIEUTENANT WITH COMBI-WEAPON,YOUR UNIT COSTS,1,85,v1.0
space-marines,UNITS,OUTRIDER SQUAD,YOUR UNIT COSTS,3,70,v1.0
space-marines,UNITS,OUTRIDER SQUAD,YOUR UNIT COSTS,6,140,v1.0
space-marines,UNITS,OUTRIDER SQUAD,YOUR UNIT COSTS,1,60,v1.0
space-marines,UNITS,PREDATOR ANNIHILATOR,YOUR 1ST TO 2ND UNITS COST,1,135,v1.0
space-marines,UNITS,PREDATOR ANNIHILATOR,YOUR 3RD + UNIT COSTS,1,145,v1.0
space-marines,UNITS,PREDATOR DESTRUCTOR,YOUR 1ST TO 2ND UNITS COST,1,140,v1.0
space-marines,UNITS,PREDATOR DESTRUCTOR,YOUR 3RD + UNIT COSTS,1,150,v1.0
space-marines,UNITS,RAZORBACK,YOUR UNIT COSTS,1,95,v1.0
space-marines,UNITS,REDEMPTOR DREADNOUGHT,YOUR 1ST TO 2ND UNITS COST,1,195,v1.0
space-marines,UNITS,REDEMPTOR DREADNOUGHT,YOUR 3RD + UNIT COSTS,1,210,v1.0
space-marines,UNITS,REDEMPTOR DREADNOUGHT,WARGEAR OPTIONS,,10,v1.0
space-marines,UNITS,REIVER SQUAD,YOUR UNIT COSTS,5,75,v1.0
space-marines,UNITS,REIVER SQUAD,YOUR UNIT COSTS,10,150,v1.0
space-marines,UNITS,REPULSOR,YOUR 1ST TO 2ND UNITS COST,1,170,v1.0
space-marines,UNITS,REPULSOR,YOUR 3RD + UNIT COSTS,1,190,v1.0
space-marines,UNITS,REPULSOR EXECUTIONER,YOUR 1ST TO 2ND UNITS COST,1,240,v1.0
space-marines,UNITS,REPULSOR EXECUTIONER,YOUR 3RD + UNIT COSTS,1,260,v1.0
space-marines,UNITS,RHINO,YOUR UNIT COSTS,1,75,v1.0
space-marines,UNITS,SCOUT SQUAD,YOUR 1ST TO 2ND UNITS COST,5,65,v1.0
space-marines,UNITS,SCOUT SQUAD,YOUR 1ST TO 2ND UNITS COST,10,120,v1.0
space-marines,UNITS,SCOUT SQUAD,YOUR 3RD + UNIT COSTS,5,75,v1.0
space-marines,UNITS,SCOUT SQUAD,YOUR 3RD + UNIT COSTS,10,130,v1.0
space-marines,UNITS,STERNGUARD VETERAN SQUAD,YOUR UNIT COSTS,5,100,v1.0
space-marines,UNITS,STERNGUARD VETERAN SQUAD,YOUR UNIT COSTS,10,190,v1.0
space-marines,UNITS,STORMHAWK INTERCEPTOR,YOUR UNIT COSTS,1,155,v1.0
space-marines,UNITS,STORMRAVEN GUNSHIP,YOUR 1ST UNIT COSTS,1,280,v1.0
space-marines,UNITS,STORMRAVEN GUNSHIP,YOUR 2ND + UNIT COSTS,1,300,v1.0
space-marines,UNITS,STORM SPEEDER HAILSTRIKE,YOUR 1ST TO 2ND UNITS COST,1,105,v1.0
space-marines,UNITS,STORM SPEEDER HAILSTRIKE,YOUR 3RD + UNIT COSTS,1,115,v1.0
space-marines,UNITS,STORM SPEEDER HAMMERSTRIKE,YOUR 1ST TO 2ND UNITS COST,1,130,v1.0
space-marines,UNITS,STORM SPEEDER HAMMERSTRIKE,YOUR 3RD + UNIT COSTS,1,140,v1.0
space-marines,UNITS,STORM SPEEDER THUNDERSTRIKE,YOUR 1ST TO 2ND UNITS COST,1,135,v1.0
space-marines,UNITS,STORM SPEEDER THUNDERSTRIKE,YOUR 3RD + UNIT COSTS,1,145,v1.0
space-marines,UNITS,STORMTALON GUNSHIP,YOUR UNIT COSTS,1,165,v1.0
space-marines,UNITS,SUPPRESSOR SQUAD,YOUR UNIT COSTS,3,75,v1.0
space-marines,UNITS,TACTICAL SQUAD,YOUR UNIT COSTS,10,140,v1.0
space-marines,UNITS,TECHMARINE,YOUR UNIT COSTS,1,55,v1.0
space-marines,UNITS,TERMINATOR ASSAULT SQUAD,YOUR UNIT COSTS,5,155,v1.0
space-marines,UNITS,TERMINATOR ASSAULT SQUAD,YOUR UNIT COSTS,10,310,v1.0
space-marines,UNITS,TERMINATOR ASSAULT SQUAD,WARGEAR OPTIONS,,5,v1.0
space-marines,UNITS,TERMINATOR SQUAD,YOUR UNIT COSTS,5,160,v1.0
space-marines,UNITS,TERMINATOR SQUAD,YOUR UNIT COSTS,10,320,v1.0
space-marines,UNITS,THUNDERHAWK GUNSHIP,YOUR UNIT COSTS,1,840,v1.0
space-marines,UNITS,VANGUARD VETERAN SQUAD WITH JUMP PACKS,YOUR 1ST TO 2ND UNITS COST,5,100,v1.0
space-marines,UNITS,VANGUARD VETERAN SQUAD WITH JUMP PACKS,YOUR 1ST TO 2ND UNITS COST,10,200,v1.0
space-marines,UNITS,VANGUARD VETERAN SQUAD WITH JUMP PACKS,YOUR 3RD + UNIT COSTS,5,110,v1.0
space-marines,UNITS,VANGUARD VETERAN SQUAD WITH JUMP PACKS,YOUR 3RD + UNIT COSTS,10,210,v1.0
space-marines,UNITS,VINDICATOR,YOUR 1ST TO 2ND UNITS COST,1,185,v1.0
space-marines,UNITS,VINDICATOR,YOUR 3RD + UNIT COSTS,1,200,v1.0
space-marines,UNITS,WHIRLWIND,YOUR 1ST UNIT COSTS,1,175,v1.0
space-marines,UNITS,WHIRLWIND,YOUR 2ND + UNIT COSTS,1,195,v1.0
space-marines,IMPERIAL FISTS,DARNATH LYSANDER,YOUR UNIT COSTS,1,100,v1.0
space-marines,IMPERIAL FISTS,PEDRO KANTOR,YOUR UNIT COSTS,1,80,v1.0
space-marines,IMPERIAL FISTS,TOR GARADON,YOUR UNIT COSTS,1,80,v1.0
space-marines,IRON HANDS,CAANOK VAR,YOUR UNIT COSTS,1,90,v1.0
space-marines,IRON HANDS,IRON FATHER FEIRROS,YOUR UNIT COSTS,1,85,v1.0
space-marines,SALAMANDERS,ADRAX AGATONE,YOUR UNIT COSTS,1,80,v1.0
space-marines,SALAMANDERS,VULKAN HE’STAN,YOUR UNIT COSTS,1,85,v1.0
space-marines,RAVEN GUARD,AETHON SHAAN,YOUR UNIT COSTS,1,100,v1.0
space-marines,RAVEN GUARD,KAYVAAN SHRIKE,YOUR UNIT COSTS,1,100,v1.0
space-marines,ULTRAMARINES,CAPTAIN TITUS,YOUR UNIT COSTS,1,90,v1.0
space-marines,ULTRAMARINES,CATO SICARIUS,YOUR UNIT COSTS,1,95,v1.0
space-marines,ULTRAMARINES,CHIEF LIBRARIAN TIGURIUS,YOUR UNIT COSTS,1,95,v1.0
space-marines,ULTRAMARINES,MARNEUS CALGAR IN ARMOUR OF ANTILOCHUS,YOUR UNIT COSTS,1,140,v1.0
space-marines,ULTRAMARINES,ROBOUTE GUILLIMAN,YOUR UNIT COSTS,1,340,v1.0
space-marines,ULTRAMARINES,URIEL VENTRIS,YOUR UNIT COSTS,1,95,v1.0
space-marines,ULTRAMARINES,VICTRIX HONOUR GUARD,YOUR 1ST UNIT COSTS,3,110,v1.0
space-marines,ULTRAMARINES,VICTRIX HONOUR GUARD,YOUR 1ST UNIT COSTS,6,220,v1.0
space-marines,ULTRAMARINES,VICTRIX HONOUR GUARD,YOUR 2ND + UNIT COSTS,3,130,v1.0
space-marines,ULTRAMARINES,VICTRIX HONOUR GUARD,YOUR 2ND + UNIT COSTS,6,240,v1.0
space-marines,ULTRAMARINES,VICTRIX HONOUR GUARD,WARGEAR OPTIONS,,10,v1.0
space-marines,ULTRAMARINES,VICTRIX HONOUR GUARD,WARGEAR OPTIONS,,10,v1.0
space-marines,ULTRAMARINES,WARDENS OF ULTRAMAR,YOUR UNIT COSTS,6,110,v1.0
space-marines,WHITE SCARS,KOR’SARRO KHAN,YOUR UNIT COSTS,1,55,v1.0
space-marines,WHITE SCARS,SUBODEN KHAN,YOUR UNIT COSTS,1,100,v1.0
space-wolves,UNITS,ARJAC ROCKFIST,YOUR UNIT COSTS,1,105,v1.0
space-wolves,UNITS,BJORN THE FELL-HANDED,YOUR UNIT COSTS,1,160,v1.0
space-wolves,UNITS,BLOOD CLAWS,YOUR UNIT COSTS,10,135,v1.0
space-wolves,UNITS,BLOOD CLAWS,YOUR UNIT COSTS,20,270,v1.0
space-wolves,UNITS,FENRISIAN WOLVES,YOUR 1ST TO 2ND UNITS COST,5,45,v1.0
space-wolves,UNITS,FENRISIAN WOLVES,YOUR 1ST TO 2ND UNITS COST,10,75,v1.0
space-wolves,UNITS,FENRISIAN WOLVES,YOUR 3RD + UNIT COSTS,5,50,v1.0
space-wolves,UNITS,FENRISIAN WOLVES,YOUR 3RD + UNIT COSTS,10,80,v1.0
space-wolves,UNITS,GREY HUNTERS,YOUR UNIT COSTS,10,165,v1.0
space-wolves,UNITS,IRON PRIEST,YOUR UNIT COSTS,1,55,v1.0
space-wolves,UNITS,LOGAN GRIMNAR,YOUR UNIT COSTS,1,110,v1.0
space-wolves,UNITS,MURDERFANG,YOUR UNIT COSTS,1,150,v1.0
space-wolves,UNITS,NJAL STORMCALLER,YOUR UNIT COSTS,1,85,v1.0
space-wolves,UNITS,RAGNAR BLACKMANE,YOUR UNIT COSTS,1,100,v1.0
space-wolves,UNITS,THUNDERWOLF CAVALRY,YOUR 1ST TO 2ND UNITS COST,3,100,v1.0
space-wolves,UNITS,THUNDERWOLF CAVALRY,YOUR 1ST TO 2ND UNITS COST,6,200,v1.0
space-wolves,UNITS,THUNDERWOLF CAVALRY,YOUR 3RD + UNIT COSTS,3,110,v1.0
space-wolves,UNITS,THUNDERWOLF CAVALRY,YOUR 3RD + UNIT COSTS,6,210,v1.0
space-wolves,UNITS,THUNDERWOLF CAVALRY,WARGEAR OPTIONS,,5,v1.0
space-wolves,UNITS,ULRIK THE SLAYER,YOUR UNIT COSTS,1,70,v1.0
space-wolves,UNITS,VENERABLE DREADNOUGHT,YOUR 1ST TO 2ND UNITS COST,1,125,v1.0
space-wolves,UNITS,VENERABLE DREADNOUGHT,YOUR 3RD + UNIT COSTS,1,135,v1.0
space-wolves,UNITS,WOLF GUARD BATTLE LEADER,YOUR UNIT COSTS,1,65,v1.0
space-wolves,UNITS,WOLF GUARD HEADTAKERS,YOUR 1ST TO 2ND UNITS COST,3,85,v1.0
space-wolves,UNITS,WOLF GUARD HEADTAKERS,YOUR 1ST TO 2ND UNITS COST,33,115,v1.0
space-wolves,UNITS,WOLF GUARD HEADTAKERS,YOUR 1ST TO 2ND UNITS COST,6,170,v1.0
space-wolves,UNITS,WOLF GUARD HEADTAKERS,YOUR 1ST TO 2ND UNITS COST,66,230,v1.0
space-wolves,UNITS,WOLF GUARD HEADTAKERS,YOUR 3RD + UNIT COSTS,3,95,v1.0
space-wolves,UNITS,WOLF GUARD HEADTAKERS,YOUR 3RD + UNIT COSTS,33,125,v1.0
space-wolves,UNITS,WOLF GUARD HEADTAKERS,YOUR 3RD + UNIT COSTS,6,180,v1.0
space-wolves,UNITS,WOLF GUARD HEADTAKERS,YOUR 3RD + UNIT COSTS,66,240,v1.0
space-wolves,UNITS,WOLF GUARD TERMINATORS,YOUR 1ST UNIT COSTS,5,150,v1.0
space-wolves,UNITS,WOLF GUARD TERMINATORS,YOUR 1ST UNIT COSTS,10,300,v1.0
space-wolves,UNITS,WOLF GUARD TERMINATORS,YOUR 2ND + UNIT COSTS,5,160,v1.0
space-wolves,UNITS,WOLF GUARD TERMINATORS,YOUR 2ND + UNIT COSTS,10,310,v1.0
space-wolves,UNITS,WOLF GUARD TERMINATORS,WARGEAR OPTIONS,,5,v1.0
space-wolves,UNITS,WOLF PRIEST,YOUR UNIT COSTS,1,70,v1.0
space-wolves,UNITS,WOLF SCOUTS,YOUR 1ST TO 2ND UNITS COST,6,95,v1.0
space-wolves,UNITS,WOLF SCOUTS,YOUR 1ST TO 2ND UNITS COST,12,190,v1.0
space-wolves,UNITS,WOLF SCOUTS,YOUR 3RD + UNIT COSTS,6,105,v1.0
space-wolves,UNITS,WOLF SCOUTS,YOUR 3RD + UNIT COSTS,12,200,v1.0
space-wolves,UNITS,WULFEN,YOUR 1ST TO 2ND UNITS COST,5,85,v1.0
space-wolves,UNITS,WULFEN,YOUR 1ST TO 2ND UNITS COST,10,170,v1.0
space-wolves,UNITS,WULFEN,YOUR 3RD + UNIT COSTS,5,95,v1.0
space-wolves,UNITS,WULFEN,YOUR 3RD + UNIT COSTS,10,180,v1.0
space-wolves,UNITS,WULFEN DREADNOUGHT,YOUR 1ST TO 2ND UNITS COST,1,135,v1.0
space-wolves,UNITS,WULFEN DREADNOUGHT,YOUR 3RD + UNIT COSTS,1,145,v1.0
space-wolves,UNITS,WULFEN WITH STORM SHIELDS,YOUR 1ST TO 2ND UNITS COST,5,100,v1.0
space-wolves,UNITS,WULFEN WITH STORM SHIELDS,YOUR 1ST TO 2ND UNITS COST,10,200,v1.0
space-wolves,UNITS,WULFEN WITH STORM SHIELDS,YOUR 3RD + UNIT COSTS,5,110,v1.0
space-wolves,UNITS,WULFEN WITH STORM SHIELDS,YOUR 3RD + UNIT COSTS,10,210,v1.0
space-wolves,SPACE MARINES,AGGRESSOR SQUAD,YOUR 1ST TO 2ND UNITS COST,3,90,v1.0
space-wolves,SPACE MARINES,AGGRESSOR SQUAD,YOUR 1ST TO 2ND UNITS COST,6,180,v1.0
space-wolves,SPACE MARINES,AGGRESSOR SQUAD,YOUR 3RD + UNIT COSTS,3,100,v1.0
space-wolves,SPACE MARINES,AGGRESSOR SQUAD,YOUR 3RD + UNIT COSTS,6,190,v1.0
space-wolves,SPACE MARINES,ANCIENT,YOUR UNIT COSTS,1,40,v1.0
space-wolves,SPACE MARINES,ANCIENT IN TERMINATOR ARMOUR,YOUR UNIT COSTS,1,65,v1.0
space-wolves,SPACE MARINES,ASSAULT INTERCESSOR SQUAD,YOUR UNIT COSTS,5,75,v1.0
space-wolves,SPACE MARINES,ASSAULT INTERCESSOR SQUAD,YOUR UNIT COSTS,10,150,v1.0
space-wolves,SPACE MARINES,ASSAULT INTERCESSORS WITH JUMP PACKS,YOUR 1ST TO 2ND UNITS COST,5,85,v1.0
space-wolves,SPACE MARINES,ASSAULT INTERCESSORS WITH JUMP PACKS,YOUR 1ST TO 2ND UNITS COST,10,160,v1.0
space-wolves,SPACE MARINES,ASSAULT INTERCESSORS WITH JUMP PACKS,YOUR 3RD + UNIT COSTS,5,95,v1.0
space-wolves,SPACE MARINES,ASSAULT INTERCESSORS WITH JUMP PACKS,YOUR 3RD + UNIT COSTS,10,170,v1.0
space-wolves,SPACE MARINES,ASTRAEUS,YOUR 1ST UNIT COSTS,1,525,v1.0
space-wolves,SPACE MARINES,ASTRAEUS,YOUR 2ND + UNIT COSTS,1,575,v1.0
space-wolves,SPACE MARINES,BALLISTUS DREADNOUGHT,YOUR 1ST TO 2ND UNITS COST,1,150,v1.0
space-wolves,SPACE MARINES,BALLISTUS DREADNOUGHT,YOUR 3RD + UNIT COSTS,1,160,v1.0
space-wolves,SPACE MARINES,BLADEGUARD ANCIENT,YOUR UNIT COSTS,1,40,v1.0
space-wolves,SPACE MARINES,BLADEGUARD VETERAN SQUAD,YOUR 1ST TO 2ND UNITS COST,3,80,v1.0
space-wolves,SPACE MARINES,BLADEGUARD VETERAN SQUAD,YOUR 1ST TO 2ND UNITS COST,6,160,v1.0
space-wolves,SPACE MARINES,BLADEGUARD VETERAN SQUAD,YOUR 3RD + UNIT COSTS,3,90,v1.0
space-wolves,SPACE MARINES,BLADEGUARD VETERAN SQUAD,YOUR 3RD + UNIT COSTS,6,170,v1.0
space-wolves,SPACE MARINES,BRUTALIS DREADNOUGHT,YOUR 1ST TO 2ND UNITS COST,1,150,v1.0
space-wolves,SPACE MARINES,BRUTALIS DREADNOUGHT,YOUR 3RD + UNIT COSTS,1,160,v1.0
space-wolves,SPACE MARINES,CAPTAIN,YOUR UNIT COSTS,1,80,v1.0
space-wolves,SPACE MARINES,CAPTAIN IN GRAVIS ARMOUR,YOUR UNIT COSTS,1,80,v1.0
space-wolves,SPACE MARINES,CAPTAIN IN PHOBOS ARMOUR,YOUR UNIT COSTS,1,70,v1.0
space-wolves,SPACE MARINES,CAPTAIN IN TERMINATOR ARMOUR,YOUR UNIT COSTS,1,85,v1.0
space-wolves,SPACE MARINES,CAPTAIN WITH JUMP PACK,YOUR UNIT COSTS,1,75,v1.0
space-wolves,SPACE MARINES,CENTURION ASSAULT SQUAD,YOUR UNIT COSTS,3,150,v1.0
space-wolves,SPACE MARINES,CENTURION ASSAULT SQUAD,YOUR UNIT COSTS,6,300,v1.0
space-wolves,SPACE MARINES,CENTURION DEVASTATOR SQUAD,YOUR UNIT COSTS,3,175,v1.0
space-wolves,SPACE MARINES,CENTURION DEVASTATOR SQUAD,YOUR UNIT COSTS,6,350,v1.0
space-wolves,SPACE MARINES,CHAPLAIN,YOUR UNIT COSTS,1,60,v1.0
space-wolves,SPACE MARINES,CHAPLAIN IN TERMINATOR ARMOUR,YOUR UNIT COSTS,1,75,v1.0
space-wolves,SPACE MARINES,CHAPLAIN ON BIKE,YOUR UNIT COSTS,1,70,v1.0
space-wolves,SPACE MARINES,CHAPLAIN WITH JUMP PACK,YOUR UNIT COSTS,1,75,v1.0
space-wolves,SPACE MARINES,COMPANY HEROES,YOUR UNIT COSTS,4,105,v1.0
space-wolves,SPACE MARINES,DESOLATION SQUAD,YOUR 1ST UNIT COSTS,5,180,v1.0
space-wolves,SPACE MARINES,DESOLATION SQUAD,YOUR 2ND + UNIT COSTS,5,210,v1.0
space-wolves,SPACE MARINES,DREADNOUGHT,YOUR UNIT COSTS,1,135,v1.0
space-wolves,SPACE MARINES,DROP POD,YOUR UNIT COSTS,1,70,v1.0
space-wolves,SPACE MARINES,ELIMINATOR SQUAD,YOUR UNIT COSTS,3,75,v1.0
space-wolves,SPACE MARINES,ERADICATOR SQUAD,YOUR 1ST TO 2ND UNITS COST,3,90,v1.0
space-wolves,SPACE MARINES,ERADICATOR SQUAD,YOUR 1ST TO 2ND UNITS COST,6,180,v1.0
space-wolves,SPACE MARINES,ERADICATOR SQUAD,YOUR 3RD + UNIT COSTS,3,100,v1.0
space-wolves,SPACE MARINES,ERADICATOR SQUAD,YOUR 3RD + UNIT COSTS,6,190,v1.0
space-wolves,SPACE MARINES,ERADICATOR SQUAD WITH HEAVY BOLTERS,YOUR 1ST TO 2ND UNITS COST,3,70,v1.0
space-wolves,SPACE MARINES,ERADICATOR SQUAD WITH HEAVY BOLTERS,YOUR 3RD + UNIT COSTS,3,80,v1.0
space-wolves,SPACE MARINES,FIRESTRIKE SERVO-TURRETS,YOUR UNIT COSTS,1,75,v1.0
space-wolves,SPACE MARINES,FIRESTRIKE SERVO-TURRETS,YOUR UNIT COSTS,2,150,v1.0
space-wolves,SPACE MARINES,GLADIATOR LANCER,YOUR 1ST TO 2ND UNITS COST,1,160,v1.0
space-wolves,SPACE MARINES,GLADIATOR LANCER,YOUR 3RD + UNIT COSTS,1,170,v1.0
space-wolves,SPACE MARINES,GLADIATOR REAPER,YOUR 1ST TO 2ND UNITS COST,1,160,v1.0
space-wolves,SPACE MARINES,GLADIATOR REAPER,YOUR 3RD + UNIT COSTS,1,170,v1.0
space-wolves,SPACE MARINES,GLADIATOR VALIANT,YOUR 1ST TO 2ND UNITS COST,1,150,v1.0
