weapon_name,wiki_title,wiki_url,confidence,notes
Singularity generator,,,needs_check,not in report anchor set; resolve via live wiki API
Skatros transuranic arquebus,,,needs_check,not in report anchor set; resolve via live wiki API
Skorcha,Skorcha,https://warhammer40k.fandom.com/wiki/Skorcha,verified,base article
Skorcha missile rack,,,needs_check,not in report anchor set; resolve via live wiki API
Skorpekh hyperphase weapons,,,needs_check,not in report anchor set; resolve via live wiki API
Skull cannon,,,needs_check,not in report anchor set; resolve via live wiki API
Skullhurler,,,needs_check,not in report anchor set; resolve via live wiki API
Skullsmasher and mangler,,,needs_check,not in report anchor set; resolve via live wiki API
Skyhammer missile launcher,,,needs_check,not in report anchor set; resolve via live wiki API
Skyreaper battery,,,needs_check,not in report anchor set; resolve via live wiki API
Skyspear missile launcher,,,needs_check,not in report anchor set; resolve via live wiki API
Skyspear missile rack,,,needs_check,not in report anchor set; resolve via live wiki API
Skyweaver haywire cannon,,,needs_check,not in report anchor set; resolve via live wiki API
Slashing claws,,,needs_check,not in report anchor set; resolve via live wiki API
Slaughter and Carnage,,,needs_check,not in report anchor set; resolve via live wiki API
Slaughter blade,,,needs_check,not in report anchor set; resolve via live wiki API
Slaughterclaw,,,needs_check,not in report anchor set; resolve via live wiki API
Slugga,,,needs_check,not in report anchor set; resolve via live wiki API
Smart missile system,,,needs_check,not in report anchor set; resolve via live wiki API
Smash hammer,,,needs_check,not in report anchor set; resolve via live wiki API
Smasha gun,,,needs_check,not in report anchor set; resolve via live wiki API
Smite,,,skip,psychic power / structural / limb profile
Snagga klaw,,,needs_check,not in report anchor set; resolve via live wiki API
Snapping claws,,,needs_check,not in report anchor set; resolve via live wiki API
Snazzgun,,,needs_check,not in report anchor set; resolve via live wiki API
Snazzhammer,,,needs_check,not in report anchor set; resolve via live wiki API
Sniper rifle,,,needs_check,not in report anchor set; resolve via live wiki API
Solar atomiser,,,needs_check,not in report anchor set; resolve via live wiki API
Solerite power gauntlet,,,needs_check,not in report anchor set; resolve via live wiki API
Solerite power talon,,,needs_check,not in report anchor set; resolve via live wiki API
Solitaire weapons,,,needs_check,not in report anchor set; resolve via live wiki API
Sol’s Righteous Gaze,,,skip,psychic power / structural / limb profile
Somnus,,,needs_check,not in report anchor set; resolve via live wiki API
Sonic blaster,,,needs_check,not in report anchor set; resolve via live wiki API
Sonic lance,,,needs_check,not in report anchor set; resolve via live wiki API
Soul-rending fangs,,,needs_check,not in report anchor set; resolve via live wiki API
Soulburner petard,,,needs_check,not in report anchor set; resolve via live wiki API
Souleater blade,,,needs_check,not in report anchor set; resolve via live wiki API
Soulflayer tendrils and claws,,,needs_check,not in report anchor set; resolve via live wiki API
Soulpiercer,,,needs_check,not in report anchor set; resolve via live wiki API
Soulreaper cannon,,,needs_check,not in report anchor set; resolve via live wiki API
Soulshatter lascannon,Lascannon,https://warhammer40k.fandom.com/wiki/Lascannon,base_fallback,stripped prefix: soulshatter
Spar-glaive,,,needs_check,not in report anchor set; resolve via live wiki API
Spear of Starlight,,,needs_check,not in report anchor set; resolve via live wiki API
Spear of Twilight,Spear of Twilight,https://warhammer40k.fandom.com/wiki/Spear_of_Twilight,verified,named/relic article
Spear of Vulkan,,,needs_check,not in report anchor set; resolve via live wiki API
Spear of the Void Dragon,,,no_match,report: no standalone Fandom article
Spear of the faithful,,,needs_check,not in report anchor set; resolve via live wiki API
Special issue bolt pistol,,,needs_check,not in report anchor set; resolve via live wiki API
Special-issue bolt pistol,Bolt Pistol,https://warhammer40k.fandom.com/wiki/Bolt_Pistol,base_fallback,stripped prefix: special-issue
Speeding bulk and flaming exhaust,,,skip,psychic power / structural / limb profile
Speshul Kommando shoota,,,needs_check,not in report anchor set; resolve via live wiki API
Spiculus bolt launcher,,,needs_check,not in report anchor set; resolve via live wiki API
Spiculus heavy bolt launcher,,,needs_check,not in report anchor set; resolve via live wiki API
Spider’s Fangs,,,needs_check,not in report anchor set; resolve via live wiki API
Spike rifle,,,needs_check,not in report anchor set; resolve via live wiki API
Spiked ram,,,needs_check,not in report anchor set; resolve via live wiki API
Spiked wheel,,,needs_check,not in report anchor set; resolve via live wiki API
Spiked wheels,,,skip,psychic power / structural / limb profile
Spine banks,,,needs_check,not in report anchor set; resolve via live wiki API
Spinefists,,,needs_check,not in report anchor set; resolve via live wiki API
Spinemaws,,,needs_check,not in report anchor set; resolve via live wiki API
Spinneret rifle,,,needs_check,not in report anchor set; resolve via live wiki API
Spinnin’ blades,,,needs_check,not in report anchor set; resolve via live wiki API
Spirit syphon,,,needs_check,not in report anchor set; resolve via live wiki API
Spirit vortex,,,needs_check,not in report anchor set; resolve via live wiki API
Spirit-leech tentacles,,,needs_check,not in report anchor set; resolve via live wiki API
Splinter cannon,,,no_match,report: no standalone Fandom article
Splinter pistol,Splinter Pistol,https://warhammer40k.fandom.com/wiki/Splinter_Pistol,verified,base article
Splinter pods,,,needs_check,not in report anchor set; resolve via live wiki API
Splinter rifle,,,no_match,report: no standalone Fandom article
Splinterstorm cannon,,,needs_check,not in report anchor set; resolve via live wiki API
Spore Mine launcher,,,needs_check,not in report anchor set; resolve via live wiki API
Sporocyst bio-weapons,,,skip,psychic power / structural / limb profile
Squig jaws,,,needs_check,not in report anchor set; resolve via live wiki API
Squig launchas,,,needs_check,not in report anchor set; resolve via live wiki API
Squigosaur’s jaws,,,needs_check,not in report anchor set; resolve via live wiki API
Sslyth battle-blade,,,needs_check,not in report anchor set; resolve via live wiki API
Staff of Stars,,,needs_check,not in report anchor set; resolve via live wiki API
Staff of Tomorrow,,,needs_check,not in report anchor set; resolve via live wiki API
Staff of Tzeentch,,,needs_check,not in report anchor set; resolve via live wiki API
Staff of Ulthamar and witchblade,,,needs_check,not in report anchor set; resolve via live wiki API
Staff of cataclysm,,,needs_check,not in report anchor set; resolve via live wiki API
Staff of light,,,needs_check,not in report anchor set; resolve via live wiki API
Staff of possession,,,needs_check,not in report anchor set; resolve via live wiki API
Staff of the Destroyer,,,needs_check,not in report anchor set; resolve via live wiki API
Staff of the Stormcaller,,,needs_check,not in report anchor set; resolve via live wiki API
Stalker bolt rifle,,,needs_check,not in report anchor set; resolve via live wiki API
Stalker-pattern boltgun,Bolter,https://warhammer40k.fandom.com/wiki/Bolter,base_fallback,stripped prefix: stalker-pattern
Stalker’s forelimbs,,,needs_check,not in report anchor set; resolve via live wiki API
Star bolas,,,needs_check,not in report anchor set; resolve via live wiki API
Star glaive,,,needs_check,not in report anchor set; resolve via live wiki API
Star lance,,,needs_check,not in report anchor set; resolve via live wiki API
Starcannon,,,needs_check,not in report anchor set; resolve via live wiki API
Starfang grenade launcher,,,needs_check,not in report anchor set; resolve via live wiki API
Steed's savage claws,,,needs_check,not in report anchor set; resolve via live wiki API
Steed’s hooves,,,needs_check,not in report anchor set; resolve via live wiki API
Sternguard bolt pistol,Bolt Pistol,https://warhammer40k.fandom.com/wiki/Bolt_Pistol,base_fallback,stripped prefix: sternguard
Sternguard bolt rifle,,,needs_check,not in report anchor set; resolve via live wiki API
Sternguard heavy bolter,Heavy Bolter,https://warhammer40k.fandom.com/wiki/Heavy_Bolter,base_fallback,stripped prefix: sternguard
Stikka,,,needs_check,not in report anchor set; resolve via live wiki API
Stikka kannon,,,needs_check,not in report anchor set; resolve via live wiki API
Stinger pistol,,,needs_check,not in report anchor set; resolve via live wiki API
Stinger pod,,,needs_check,not in report anchor set; resolve via live wiki API
Stinger salvoes,,,needs_check,not in report anchor set; resolve via live wiki API
Stingwing claws,,,needs_check,not in report anchor set; resolve via live wiki API
Stomping feet,,,skip,psychic power / structural / limb profile
Stompy feet,,,skip,psychic power / structural / limb profile
Storm bolter,Storm Bolter,https://warhammer40k.fandom.com/wiki/Storm_Bolter,verified,base article
Storm cannon,,,needs_check,not in report anchor set; resolve via live wiki API
Storm eagle rockets,,,needs_check,not in report anchor set; resolve via live wiki API
Storm laser,,,needs_check,not in report anchor set; resolve via live wiki API
Storm of Whispers,,,needs_check,not in report anchor set; resolve via live wiki API
Storm of the Emperor’s Wrath,,,needs_check,not in report anchor set; resolve via live wiki API
Storm vortex projector,,,needs_check,not in report anchor set; resolve via live wiki API
Stormblade plasma blastgun,,,needs_check,not in report anchor set; resolve via live wiki API
Stormfrag auto-launcher,,,needs_check,not in report anchor set; resolve via live wiki API
Stormfury missiles,,,needs_check,not in report anchor set; resolve via live wiki API
Stormhammer cannon,,,needs_check,not in report anchor set; resolve via live wiki API
Stormspear rocket pod,,,needs_check,not in report anchor set; resolve via live wiki API
Stormstrike missile launcher,,,needs_check,not in report anchor set; resolve via live wiki API
Stormsword siege cannon,,,needs_check,not in report anchor set; resolve via live wiki API
Stormtooth,,,needs_check,not in report anchor set; resolve via live wiki API
Straight silver knife,,,needs_check,not in report anchor set; resolve via live wiki API
Stranglethorn cannon,,,needs_check,not in report anchor set; resolve via live wiki API
Strangleweb,,,needs_check,not in report anchor set; resolve via live wiki API
Streams of brackish filth,,,needs_check,not in report anchor set; resolve via live wiki API
Stub pistol,,,needs_check,not in report anchor set; resolve via live wiki API
Stubcarbine,,,needs_check,not in report anchor set; resolve via live wiki API
Stunclaw,,,needs_check,not in report anchor set; resolve via live wiki API
Stygies laser destroyer,,,needs_check,not in report anchor set; resolve via live wiki API
Sublimator,,,needs_check,not in report anchor set; resolve via live wiki API
Succubus weapons,,,needs_check,not in report anchor set; resolve via live wiki API
Sulphur breath,,,needs_check,not in report anchor set; resolve via live wiki API
Suncannon,,,needs_check,not in report anchor set; resolve via live wiki API
Sunfury plasma annihilator,,,needs_check,not in report anchor set; resolve via live wiki API
Sunpistol,,,needs_check,not in report anchor set; resolve via live wiki API
Supa-gatler,,,needs_check,not in report anchor set; resolve via live wiki API
Supa-kannon,,,needs_check,not in report anchor set; resolve via live wiki API
Supa-rokkits,,,needs_check,not in report anchor set; resolve via live wiki API
Superfrag rocket launcher,,,needs_check,not in report anchor set; resolve via live wiki API
Superkrak rocket launcher,,,needs_check,not in report anchor set; resolve via live wiki API
Support turret,,,needs_check,not in report anchor set; resolve via live wiki API
Supremacy railgun,,,needs_check,not in report anchor set; resolve via live wiki API
Supreme honour blade,,,needs_check,not in report anchor set; resolve via live wiki API
Surgeon Acolyte’s tools,,,needs_check,not in report anchor set; resolve via live wiki API
Swiftstrike burst cannon,,,needs_check,not in report anchor set; resolve via live wiki API
Swiftstrike railgun,,,needs_check,not in report anchor set; resolve via live wiki API
Swirling soul energy,,,needs_check,not in report anchor set; resolve via live wiki API
Sword of Asur,,,no_match,report: no standalone Fandom article
Sword of Idaeus,,,needs_check,not in report anchor set; resolve via live wiki API
Sword of the High Marshals,,,needs_check,not in report anchor set; resolve via live wiki API
Sybarite weapon,,,needs_check,not in report anchor set; resolve via live wiki API
Sydonian feet,,,skip,psychic power / structural / limb profile
Synaptic disintegrator,,,needs_check,not in report anchor set; resolve via live wiki API
Synaptic obliterator,,,needs_check,not in report anchor set; resolve via live wiki API
Synaptic pulse,,,needs_check,not in report anchor set; resolve via live wiki API
Tachyon arrow,,,needs_check,not in report anchor set; resolve via live wiki API
Talassarian tempest blade,,,needs_check,not in report anchor set; resolve via live wiki API
Talon of Horus,Talon of Horus,https://warhammer40k.fandom.com/wiki/Talon_of_Horus,verified,named/relic article
Talons and betentacled maw,,,needs_check,not in report anchor set; resolve via live wiki API
Talos gauntlet,,,needs_check,not in report anchor set; resolve via live wiki API
Talos ichor injector,,,needs_check,not in report anchor set; resolve via live wiki API
Tanglebomb launcher,,,needs_check,not in report anchor set; resolve via live wiki API
Tanglecannon,,,needs_check,not in report anchor set; resolve via live wiki API
Tankhammer,,,needs_check,not in report anchor set; resolve via live wiki API
Tankstopper rifle,,,needs_check,not in report anchor set; resolve via live wiki API
Tarantula air defence missiles,,,needs_check,not in report anchor set; resolve via live wiki API
Tarsis buckler,,,needs_check,not in report anchor set; resolve via live wiki API
Tarsus Scorpii,,,needs_check,not in report anchor set; resolve via live wiki API
Taser goad,,,needs_check,not in report anchor set; resolve via live wiki API
Taser lance,,,needs_check,not in report anchor set; resolve via live wiki API
Tauros grenade launcher,,,needs_check,not in report anchor set; resolve via live wiki API
Taurox battle cannon,,,needs_check,not in report anchor set; resolve via live wiki API
Taurox gatling cannon,,,needs_check,not in report anchor set; resolve via live wiki API
Taurox missile launcher,,,needs_check,not in report anchor set; resolve via live wiki API
Techno-virus injector,,,needs_check,not in report anchor set; resolve via live wiki API
Teeth and claws,,,skip,psychic power / structural / limb profile
Telemon caestus,,,needs_check,not in report anchor set; resolve via live wiki API
Tellyport blasta,,,needs_check,not in report anchor set; resolve via live wiki API
Tempest bolter,Bolter,https://warhammer40k.fandom.com/wiki/Bolter,base_fallback,stripped prefix: tempest
Tempest hammer and servo-arm,,,needs_check,not in report anchor set; resolve via live wiki API
Tempest launcher,,,needs_check,not in report anchor set; resolve via live wiki API
Tempest salvo launcher,,,needs_check,not in report anchor set; resolve via live wiki API
Tempest warblade,,,needs_check,not in report anchor set; resolve via live wiki API
Tempestus dagger,,,needs_check,not in report anchor set; resolve via live wiki API
Tentaclids,,,needs_check,not in report anchor set; resolve via live wiki API
Termagant devourer,,,needs_check,not in report anchor set; resolve via live wiki API
Termagant spinefists,,,needs_check,not in report anchor set; resolve via live wiki API
Terminator thunder hammer,,,needs_check,not in report anchor set; resolve via live wiki API
Terminus lascannon,Lascannon,https://warhammer40k.fandom.com/wiki/Lascannon,base_fallback,stripped prefix: terminus
Termite drill,,,needs_check,not in report anchor set; resolve via live wiki API
Terrax melta cutter,,,needs_check,not in report anchor set; resolve via live wiki API
Terrorpulse missiles,,,needs_check,not in report anchor set; resolve via live wiki API
Tesla arc,,,needs_check,not in report anchor set; resolve via live wiki API
Tesla cannon,,,needs_check,not in report anchor set; resolve via live wiki API
Tesla carbine,Tesla Carbine,https://warhammer40k.fandom.com/wiki/Tesla_Carbine,verified,base article
Tesla caster,,,needs_check,not in report anchor set; resolve via live wiki API
Tesla sphere,,,needs_check,not in report anchor set; resolve via live wiki API
Tesla spheres,,,needs_check,not in report anchor set; resolve via live wiki API
Tesseract singularity chamber,,,needs_check,not in report anchor set; resolve via live wiki API
The Ardent Blade,,,needs_check,not in report anchor set; resolve via live wiki API
The Axe Morkai,Power Axe,https://warhammer40k.fandom.com/wiki/Power_Axe,verified,named/relic article
The Axe Mortalis,,,needs_check,not in report anchor set; resolve via live wiki API
The Blade of Shadows,,,needs_check,not in report anchor set; resolve via live wiki API
The Blood Crozius,,,needs_check,not in report anchor set; resolve via live wiki API
The Deliverer,,,needs_check,not in report anchor set; resolve via live wiki API
The Executioner’s Axe,,,needs_check,not in report anchor set; resolve via live wiki API
The Eye of Wrath,,,needs_check,not in report anchor set; resolve via live wiki API
The Outcast’s Weapons,,,needs_check,not in report anchor set; resolve via live wiki API
The Raven Sword,,,needs_check,not in report anchor set; resolve via live wiki API
The Raven’s Talons,,,needs_check,not in report anchor set; resolve via live wiki API
The Slayer Sword,,,needs_check,not in report anchor set; resolve via live wiki API
The Spear of Twilight,Spear of Twilight,https://warhammer40k.fandom.com/wiki/Spear_of_Twilight,verified,named/relic article
The Sword of Secrets,,,needs_check,not in report anchor set; resolve via live wiki API
The Sword of Silence,,,needs_check,not in report anchor set; resolve via live wiki API
The Thorn of the White Rose,,,needs_check,not in report anchor set; resolve via live wiki API
The Titansword,Titansword,https://warhammer40k.fandom.com/wiki/Titansword,verified,named/relic article
The Trickster’s Staff,,,needs_check,not in report anchor set; resolve via live wiki API
The Wailing Doom,,,needs_check,not in report anchor set; resolve via live wiki API
Thermal cannon,,,needs_check,not in report anchor set; resolve via live wiki API
Thermal spear,,,needs_check,not in report anchor set; resolve via live wiki API
Theyn’s melee weapon,,,needs_check,not in report anchor set; resolve via live wiki API
Theyn’s pistol,,,needs_check,not in report anchor set; resolve via live wiki API
Thorax spur,,,needs_check,not in report anchor set; resolve via live wiki API
Throne of Blame,,,needs_check,not in report anchor set; resolve via live wiki API
Thump gun,,,needs_check,not in report anchor set; resolve via live wiki API
Thunder hammer,,,needs_check,not in report anchor set; resolve via live wiki API
Thunderclap,,,needs_check,not in report anchor set; resolve via live wiki API
Thundercoil harpoon,,,needs_check,not in report anchor set; resolve via live wiki API
Thunderfire cannon,,,needs_check,not in report anchor set; resolve via live wiki API
Thunderhawk heavy cannon,,,needs_check,not in report anchor set; resolve via live wiki API
Thunderous footfalls,,,needs_check,not in report anchor set; resolve via live wiki API
Thundershock spear,,,needs_check,not in report anchor set; resolve via live wiki API
Thunderstrike gauntlet,,,needs_check,not in report anchor set; resolve via live wiki API
Thunderstrike las-talon,,,needs_check,not in report anchor set; resolve via live wiki API
Time’s Arrow,,,needs_check,not in report anchor set; resolve via live wiki API
Tinboy's kustom shoota,,,needs_check,not in report anchor set; resolve via live wiki API
Tinboy’s klaw,,,needs_check,not in report anchor set; resolve via live wiki API
Titanic feet,,,skip,psychic power / structural / limb profile
Titanic forelimbs,,,needs_check,not in report anchor set; resolve via live wiki API
Titanic ghostglaive,,,needs_check,not in report anchor set; resolve via live wiki API
Titanic scything talons,,,needs_check,not in report anchor set; resolve via live wiki API
Tomb Sentinel claws,,,needs_check,not in report anchor set; resolve via live wiki API
Tomb Stalker claws,,,needs_check,not in report anchor set; resolve via live wiki API
Torrent of burning blood,,,needs_check,not in report anchor set; resolve via live wiki API
Torsion cannon,,,needs_check,not in report anchor set; resolve via live wiki API
Torturer’s tools,,,needs_check,not in report anchor set; resolve via live wiki API
Toxic lashes,,,needs_check,not in report anchor set; resolve via live wiki API
Toxin injector claw,,,needs_check,not in report anchor set; resolve via live wiki API
Toxinjector Harpoon,,,needs_check,not in report anchor set; resolve via live wiki API
Tracks and wheels,,,skip,psychic power / structural / limb profile
Traitor’s Bane,,,needs_check,not in report anchor set; resolve via live wiki API
Traktor blasta,,,needs_check,not in report anchor set; resolve via live wiki API
Traktor kannon,,,needs_check,not in report anchor set; resolve via live wiki API
Transdimensional abductor,,,needs_check,not in report anchor set; resolve via live wiki API
Transdimensional beamer,,,needs_check,not in report anchor set; resolve via live wiki API
Transdimensional isolator,,,needs_check,not in report anchor set; resolve via live wiki API
Transdimensional projector,,,needs_check,not in report anchor set; resolve via live wiki API
Transmatter inverter,,,needs_check,not in report anchor set; resolve via live wiki API
Transmogrifying Blast,,,needs_check,not in report anchor set; resolve via live wiki API
Transonic blades,,,needs_check,not in report anchor set; resolve via live wiki API
Transonic blades and chordclaw,,,needs_check,not in report anchor set; resolve via live wiki API
Transonic cannon,,,needs_check,not in report anchor set; resolve via live wiki API
Transonic razor and chordclaw,,,needs_check,not in report anchor set; resolve via live wiki API
Transuranic arquebus,,,needs_check,not in report anchor set; resolve via live wiki API
Tremor cannon,,,needs_check,not in report anchor set; resolve via live wiki API
Tremor shells,,,needs_check,not in report anchor set; resolve via live wiki API
Tremorglaive,,,needs_check,not in report anchor set; resolve via live wiki API
Trench club,,,needs_check,not in report anchor set; resolve via live wiki API
Tri-axis ion cannon,,,needs_check,not in report anchor set; resolve via live wiki API
Triskele,Triskele,https://warhammer40k.fandom.com/wiki/Triskele,verified,named/relic article
Troupe Master’s blade,,,needs_check,not in report anchor set; resolve via live wiki API
Trueclaw,,,needs_check,not in report anchor set; resolve via live wiki API
Trygon scything talons,,,needs_check,not in report anchor set; resolve via live wiki API
Turbo-laser destructor,,,needs_check,not in report anchor set; resolve via live wiki API
Twin Decimator claws,,,needs_check,not in report anchor set; resolve via live wiki API
Twin Desecrator cannon,,,needs_check,not in report anchor set; resolve via live wiki API
Twin Falchion volcano cannon,,,needs_check,not in report anchor set; resolve via live wiki API
Twin Firestrike autocannon,,,needs_check,not in report anchor set; resolve via live wiki API
Twin Firestrike las-talon,,,needs_check,not in report anchor set; resolve via live wiki API
Twin Furioso fists,,,needs_check,not in report anchor set; resolve via live wiki API
Twin Icarus autocannon,,,needs_check,not in report anchor set; resolve via live wiki API
Twin Icarus ironhail heavy stubber,,,needs_check,not in report anchor set; resolve via live wiki API
Twin Icarus rocket pod,,,needs_check,not in report anchor set; resolve via live wiki API
Twin Kastelan fist,,,needs_check,not in report anchor set; resolve via live wiki API
Twin Kastelan phosphor blaster,,,needs_check,not in report anchor set; resolve via live wiki API
Twin Krieg heavy stubber,,,needs_check,not in report anchor set; resolve via live wiki API
Twin Kroot gun,,,needs_check,not in report anchor set; resolve via live wiki API
Twin Ministorum heavy flamer,,,needs_check,not in report anchor set; resolve via live wiki API
Twin Onager heavy phosphor blaster,,,needs_check,not in report anchor set; resolve via live wiki API
Twin Scorpion pulsar,,,needs_check,not in report anchor set; resolve via live wiki API
Twin Taurox hot-shot volley gun,,,needs_check,not in report anchor set; resolve via live wiki API
Twin T’au flamer,,,needs_check,not in report anchor set; resolve via live wiki API
Twin Vampire pulsar,,,needs_check,not in report anchor set; resolve via live wiki API
Twin adrathic destructor,,,needs_check,not in report anchor set; resolve via live wiki API
Twin airbursting fragmentation projector,,,needs_check,not in report anchor set; resolve via live wiki API
Twin arachnus blaze cannon,,,needs_check,not in report anchor set; resolve via live wiki API
Twin arachnus heavy blaze cannon,,,needs_check,not in report anchor set; resolve via live wiki API
Twin assault cannon,Assault Cannon,https://warhammer40k.fandom.com/wiki/Assault_Cannon,base_fallback,stripped qualifier: twin
Twin autocannon,Autocannon,https://warhammer40k.fandom.com/wiki/Autocannon,base_fallback,stripped qualifier: twin
Twin avenger bolt cannon,,,needs_check,not in report anchor set; resolve via live wiki API
Twin battle cannon,,,needs_check,not in report anchor set; resolve via live wiki API
Twin big shoota,,,needs_check,not in report anchor set; resolve via live wiki API
Twin bolt cannon,,,needs_check,not in report anchor set; resolve via live wiki API
Twin bolt rifle,,,needs_check,not in report anchor set; resolve via live wiki API
Twin boltgun,Bolter,https://warhammer40k.fandom.com/wiki/Bolter,base_fallback,stripped qualifier: twin
Twin bright lance,,,needs_check,not in report anchor set; resolve via live wiki API
Twin burst cannon,,,needs_check,not in report anchor set; resolve via live wiki API
Twin cognis autocannon,,,needs_check,not in report anchor set; resolve via live wiki API
Twin cognis lascannon,,,needs_check,not in report anchor set; resolve via live wiki API
Twin concussion gauntlet,,,needs_check,not in report anchor set; resolve via live wiki API
Twin conversion beam cannon,,,needs_check,not in report anchor set; resolve via live wiki API
Twin daemonbreath meltagun,,,needs_check,not in report anchor set; resolve via live wiki API
Twin dakkagun,,,needs_check,not in report anchor set; resolve via live wiki API
Twin flamer,Flamer,https://warhammer40k.fandom.com/wiki/Flamer,base_fallback,stripped qualifier: twin
Twin fragstorm grenade launcher,,,needs_check,not in report anchor set; resolve via live wiki API
Twin fusion blaster,,,needs_check,not in report anchor set; resolve via live wiki API
Twin gauss blaster,Gauss Blaster,https://warhammer40k.fandom.com/wiki/Gauss_Blaster,base_fallback,stripped qualifier: twin
Twin gauss flayer,Gauss Flayer,https://warhammer40k.fandom.com/wiki/Gauss_Flayer,base_fallback,stripped qualifier: twin
Twin gauss reaper,,,needs_check,not in report anchor set; resolve via live wiki API
Twin grotzooka,,,needs_check,not in report anchor set; resolve via live wiki API
Twin haywire blaster,,,needs_check,not in report anchor set; resolve via live wiki API
Twin hazard burst cannon,,,needs_check,not in report anchor set; resolve via live wiki API
Twin heat lance,,,needs_check,not in report anchor set; resolve via live wiki API
Twin heavy bolter,Heavy Bolter,https://warhammer40k.fandom.com/wiki/Heavy_Bolter,base_fallback,stripped qualifier: twin
Twin heavy flamer,Heavy Flamer,https://warhammer40k.fandom.com/wiki/Heavy_Flamer,base_fallback,stripped qualifier: twin
Twin heavy onslaught gatling cannon,,,needs_check,not in report anchor set; resolve via live wiki API
Twin heavy plasma cannon,,,needs_check,not in report anchor set; resolve via live wiki API
Twin heavy rail cannon,,,needs_check,not in report anchor set; resolve via live wiki API
Twin heavy stubber,Heavy Stubber,https://warhammer40k.fandom.com/wiki/Heavy_Stubber,base_fallback,stripped qualifier: twin
Twin heavy venom cannon,,,needs_check,not in report anchor set; resolve via live wiki API
Twin helfrost cannon,,,needs_check,not in report anchor set; resolve via live wiki API
Twin hellstrike launcher,,,needs_check,not in report anchor set; resolve via live wiki API
Twin iliastus accelerator cannon,,,needs_check,not in report anchor set; resolve via live wiki API
Twin incendine combustor,,,needs_check,not in report anchor set; resolve via live wiki API
Twin inferno heavy bolter,,,needs_check,not in report anchor set; resolve via live wiki API
Twin ion beamer,,,needs_check,not in report anchor set; resolve via live wiki API
Twin ion rifle,,,needs_check,not in report anchor set; resolve via live wiki API
Twin ironhail autocannon,,,needs_check,not in report anchor set; resolve via live wiki API
Twin ironhail heavy stubber,,,needs_check,not in report anchor set; resolve via live wiki API
Twin killsaw,,,needs_check,not in report anchor set; resolve via live wiki API
Twin kustom mega-blasta,,,needs_check,not in report anchor set; resolve via live wiki API
Twin las-pulsar,,,needs_check,not in report anchor set; resolve via live wiki API
Twin las-talon,,,needs_check,not in report anchor set; resolve via live wiki API
Twin lascannon,Lascannon,https://warhammer40k.fandom.com/wiki/Lascannon,base_fallback,stripped qualifier: twin
Twin lastrum bolt cannon,,,needs_check,not in report anchor set; resolve via live wiki API
Twin lightning claws,,,needs_check,not in report anchor set; resolve via live wiki API
Twin liquifier gun,,,needs_check,not in report anchor set; resolve via live wiki API
Twin long-barrelled autocannon,,,needs_check,not in report anchor set; resolve via live wiki API
Twin long-barrelled burst cannon,,,needs_check,not in report anchor set; resolve via live wiki API
Twin macro-accelerator cannon,,,needs_check,not in report anchor set; resolve via live wiki API
Twin magna lascannon,,,needs_check,not in report anchor set; resolve via live wiki API
Twin magna-coil autocannon,,,needs_check,not in report anchor set; resolve via live wiki API
Twin magna-melta,,,needs_check,not in report anchor set; resolve via live wiki API
Twin meltagun,Meltagun,https://warhammer40k.fandom.com/wiki/Meltagun,base_fallback,stripped qualifier: twin
Twin missile launcher,,,needs_check,not in report anchor set; resolve via live wiki API
Twin missile pod,,,needs_check,not in report anchor set; resolve via live wiki API
Twin multi-laser,Multi-laser,https://warhammer40k.fandom.com/wiki/Multi-laser,base_fallback,stripped qualifier: twin
Twin multi-melta,Multi-Melta,https://warhammer40k.fandom.com/wiki/Multi-Melta,base_fallback,stripped qualifier: twin
Twin penitent buzz-blades,,,needs_check,not in report anchor set; resolve via live wiki API
Twin penitent flails,,,needs_check,not in report anchor set; resolve via live wiki API
Twin plague spewer,,,needs_check,not in report anchor set; resolve via live wiki API
Twin plasma gun,Plasma Gun,https://warhammer40k.fandom.com/wiki/Plasma_Gun,base_fallback,stripped qualifier: twin
Twin plasma projector,,,needs_check,not in report anchor set; resolve via live wiki API
Twin plasma rifle,,,needs_check,not in report anchor set; resolve via live wiki API
Twin power fists,Power Fist,https://warhammer40k.fandom.com/wiki/Power_Fist,base_fallback,stripped qualifier: twin
Twin psycannon,,,needs_check,not in report anchor set; resolve via live wiki API
Twin pulse blaster,Pulse Blaster,https://warhammer40k.fandom.com/wiki/Pulse_Blaster,base_fallback,stripped qualifier: twin
Twin pulse carbine,Pulse Carbine,https://warhammer40k.fandom.com/wiki/Pulse_Carbine,base_fallback,stripped qualifier: twin
Twin pulse laser,,,needs_check,not in report anchor set; resolve via live wiki API
Twin rad cleanser,,,needs_check,not in report anchor set; resolve via live wiki API
Twin ritualistic blades,,,needs_check,not in report anchor set; resolve via live wiki API
Twin rokkit launcha,,,needs_check,not in report anchor set; resolve via live wiki API
Twin scatter laser,,,needs_check,not in report anchor set; resolve via live wiki API
Twin shuriken cannon,Shuriken Cannon,https://warhammer40k.fandom.com/wiki/Shuriken_Cannon,base_fallback,stripped qualifier: twin
Twin shuriken catapult,Shuriken Catapult,https://warhammer40k.fandom.com/wiki/Shuriken_Catapult,base_fallback,stripped qualifier: twin
Twin siegebreaker cannon,,,needs_check,not in report anchor set; resolve via live wiki API
